Name,PID,Title,Keywords,StartPage,EndPage,Pages,Year,NBN
"Lo-Johansson, Ivar",1304006,Statarna och grisen,Grisar,119.0,122.0,4.0,1986,urn:nbn:se:nordiskamuseet:diva-1579
"Engberg, Arthur",1235366,Staten och andelivet : Tal på Skansen den 29 augusti 1937,,7.0,14.0,8.0,1938,urn:nbn:se:nordiskamuseet:diva-486
"Hamilton, Edward;Brunius, Jan",1290262,Statsminister Dues reseschatull,Skrin;Schatull,109.0,135.0,27.0,1958,urn:nbn:se:nordiskamuseet:diva-1161
"Odencrantz, Reinhold",1233986,Stekspett och stekvändare,Mat;Matlagning,101.0,116.0,16.0,1935,urn:nbn:se:nordiskamuseet:diva-374
"Fries, Carl",1269018,Stenbrohult : strövtåg i markens historia,Stenbrohult;Naturromantik;Naturfilosofi,7.0,18.0,12.0,1948,urn:nbn:se:nordiskamuseet:diva-997
"Wistrand, Per Gustaf",1233655,Stenhuggarämbetets i Stockholm mästarlåda,Skråväsen;Stenhuggare,84.0,86.0,3.0,1900,urn:nbn:se:nordiskamuseet:diva-298
"Hazelius-Berg, Gunnel",1248578,Stickad tröja,Stickning;Handarbete,210.0,211.0,2.0,1941,urn:nbn:se:nordiskamuseet:diva-880
"Hazelius-Berg, Gunnel",1233983,Stickade tröjor från 1600- och 1700-talen,Handarbete;Stckning,87.0,100.0,14.0,1935,urn:nbn:se:nordiskamuseet:diva-373
"Paulsson, Gregor",1296236,Stilepok utan morgondag,Konstriktningar;1920-talet,109.0,114.0,6.0,1968,urn:nbn:se:nordiskamuseet:diva-1377
"Eskeröd, Albert",1293367,Stjärngossar,Stjärngossar i konsten,228.0,231.0,4.0,1961,urn:nbn:se:nordiskamuseet:diva-1294
"Bratt, Sonja",1304695,Stockholmarna och deras sommarnöjen,Sommarnöjen;1800-talet;Stockholmare,166.0,179.0,14.0,1988,urn:nbn:se:nordiskamuseet:diva-1597
"Upmark, Gustaf",1247570,"Stockholms guldsmedsämbetes ""borax-fass"".",Guldsmeder;Skråväsen;Gesällväsen,97.0,108.0,12.0,1922,urn:nbn:se:nordiskamuseet:diva-849
"Silverstolpe, Gunnar Mascoll",1233596,Stockholms slotts silverkammare på sjuttonhundratalet,Stockholms slott;Silver;Hantverk,41.0,58.0,18.0,1932,urn:nbn:se:nordiskamuseet:diva-279
"Wallin, Sigurd",1234120,Stockholms snickareämbetes mästerstyckeritningar,Hantverk;Möbeltillverkning;Möbelsnickare;Skråväsen,81.0,95.0,15.0,1927,urn:nbn:se:nordiskamuseet:diva-392
"Bengtsson, Bengt",1270458,Stockholmshantverkets rum i Nordiska museet,Konsthantverk,,,,1949,urn:nbn:se:nordiskamuseet:diva-1026
"Ekström, Anders",1305121,Stockholmsutställningen 1897,Svenska industriutställningar;Stockholm;1800-talet;1897,97.0,129.0,33.0,1991,urn:nbn:se:nordiskamuseet:diva-1629
"Hazelius-Berg, Gunnel",1248586,Stolklädsel från 1740,Broderi;Möbelklädsel,220.0,221.0,2.0,1941,urn:nbn:se:nordiskamuseet:diva-884
"Hagberg, Louise",1244904,"""Stora rofvor och långt lin"" : Gamla seder och bruk i förbindelse med linodlingen.",Linodling,129.0,166.0,38.0,1913,urn:nbn:se:nordiskamuseet:diva-725
"Stålhane, Arvid",1235412,Stora tavlan på Årsta,Målarkonst;Oljemålning,29.0,70.0,42.0,1939,urn:nbn:se:nordiskamuseet:diva-498
"Fouganthine, Anna",1335182,Streetdance : - på väg från gatan?,Subkulturer;Dans,90.0,101.0,12.0,2006,urn:nbn:se:nordiskamuseet:diva-1910
"Hammarstedt, Nils Edvard",1235706,Striden om vegetationsstången,Majstänger;Folkseder;Traditioner,193.0,198.0,6.0,1907,urn:nbn:se:nordiskamuseet:diva-559
"Lundwall, Sten",1203994,"Strindberg, Nordiska museet och Vilhelm Carlheim-Gyllensköld",Nordiska museet;August Strindberg;Vilhelm Carlheim-Gyllensköld,75.0,96.0,22.0,1972,urn:nbn:se:nordiskamuseet:diva-136
"Tegman, Ulla",1304871,Strumpbyxor,Strumpbyxor,121.0,135.0,15.0,1988,urn:nbn:se:nordiskamuseet:diva-1608
"Liedgren, Rut",1288123,Strömbäcks glasbruk,Glasbruk;Sverige,129.0,144.0,16.0,1954,urn:nbn:se:nordiskamuseet:diva-1104
"Sydow, Carl Wilhelm W von",1238855,Studier i Finnsägen och besläktade byggmästarsägner (3),,19.0,27.0,9.0,1908,urn:nbn:se:nordiskamuseet:diva-569
"Sydow, Carl Wilhelm W von",1235692,Studier i Finnsägnen och besläktade byggmästarsägner,Sägner,65.0,78.0,14.0,1907,urn:nbn:se:nordiskamuseet:diva-551
"Sydow, Carl Wilhelm W von",1235707,Studier i Finnsägnen och besläktade byggmästarsägner (forts),Sägner,199.0,218.0,20.0,1907,urn:nbn:se:nordiskamuseet:diva-560
"Ossbahr, Carl Anton",1232787,Studier i Nordiska museets rustkammare,Vapen;Svärd,32.0,40.0,9.0,1890,urn:nbn:se:nordiskamuseet:diva-222
"Ossbahr, Carl Anton",1232639,Studier i Nordiska Museets rustkammare,Vapen,3.0,11.0,9.0,1892,urn:nbn:se:nordiskamuseet:diva-193
"Ossbahr, C A",1233243,Studier i Nordiska museets rustkammare,Vapen,60.0,62.0,3.0,1897,urn:nbn:se:nordiskamuseet:diva-239
"Roosval, Johnny",1233958,Studier rörande Storkyrkans Sankt Jöransgrupp,Konstvetenskap;Skulptur,209.0,223.0,15.0,1903,urn:nbn:se:nordiskamuseet:diva-366
"Berg, Gösta",1233603,Stundande skördar mödornas lön : Rationellt jordbruk på det gamlabysamhällets tid.,Jordbruk;Byar,101.0,116.0,16.0,1932,urn:nbn:se:nordiskamuseet:diva-283
"Holm, Birgitta",1335343,Styrdans i tjugoförsta seklet?,Sällskapsdans,238.0,251.0,14.0,2006,urn:nbn:se:nordiskamuseet:diva-1921
"Nordström, Kristina",1322260,Stå vid spisen eller föda barn?,Matlagning;Mat och dryck;Kockar;Restaurangbranschen,67.0,71.0,5.0,2001,urn:nbn:se:nordiskamuseet:diva-1797
"Jansson, Sam Owen",1283220,Sune Ambrosiani in memoriam,Sune Ambrosiani,235.0,240.0,6.0,1951,urn:nbn:se:nordiskamuseet:diva-1064
"Bringeus, Nils-Arvid",1289356,Surrogat för kyrkklockor : i sägen och verklighet,Kyrkklockor;Trummor;Sverige,93.0,110.0,18.0,1956,urn:nbn:se:nordiskamuseet:diva-1131
"Lindroth, Helena",1317646,Surrogatskor under andra världskriget,Museisamlingar;Nordiska museet;Skor;1939-1945 (andra världskriget),106.0,112.0,7.0,1997,urn:nbn:se:nordiskamuseet:diva-1742
"Westergren, Christina",1333589,Susanne i duschen : en typiskt personlig berättelse,Personlig hygien;Badvanor;Samtidsdokumentation,204.0,228.0,25.0,2004,urn:nbn:se:nordiskamuseet:diva-1863
"Rosengren, Annette",1346509,Svante Warping,Amatörfotografer;Amatörfotografi;Fotografi;Svante Warping,248.0,257.0,10.0,2009,urn:nbn:se:nordiskamuseet:diva-1985
"Leino, Matti Wiking",1347808,Svartrostens käleksliv,Svartrost,222.0,239.0,18.0,2012,urn:nbn:se:nordiskamuseet:diva-2018
"Romdahl, Axel L",1246752,Svartsjö slottsruin år 1750,Byggnader;Ruiner;Slott,241.0,246.0,6.0,1915,urn:nbn:se:nordiskamuseet:diva-794
"Stoor, Krister;Jones-Bamman, Richard",1345297,Sven-Gösta Jonsson : - den rockande samen,Samer;Musik;Sven-Gösta Jonsson,176.0,185.0,10.0,2008,urn:nbn:se:nordiskamuseet:diva-1949
"Hellspong, Mats",1296529,Svensexor och möhippor,Äktenskap;Folkseder;Svensexor;Möhippor,105.0,120.0,16.0,1969,urn:nbn:se:nordiskamuseet:diva-1396
"Liby, Håkan",1341477,Svensk folkdräkt och folklig modedräkt,Folkdräkt;Folklig dräkt,16.0,35.0,20.0,2010,urn:nbn:se:nordiskamuseet:diva-1925
"Nylén, Anna-Maja",1294087,Svensk landsbygd i omvandling,Landsbygd;Sverige;1800-talet;1900-talet,175.0,189.0,15.0,1964,urn:nbn:se:nordiskamuseet:diva-1308
"Grandien, Bo",1297334,Svensk monumentvård under 100 år : några anteckningar,Kulturarv;Kulturmiljövård,7.0,28.0,22.0,1974,urn:nbn:se:nordiskamuseet:diva-1423
"Wilhelm, prins av Sverige",1249039,"Svensk valborgsmässa : Anförande på Skansen, Valborgsmässoafton1942",Valborgsmässofirande,7.0,14.0,8.0,1943,urn:nbn:se:nordiskamuseet:diva-907
"Wistrand, Per Gustaf",1233239,Svenska allmogedräkter : 1. En öländsk folkdräkt från 1703,Folkdräkter,36.0,39.0,4.0,1897,urn:nbn:se:nordiskamuseet:diva-237
"Wistrand, Per Gustaf",1233963,Svenska allmogedräkter : 2. En småländsk folkdräkt från 1830-talet,Folkdräkter,231.0,255.0,25.0,1903,urn:nbn:se:nordiskamuseet:diva-368
"Holmquist, Kersti",1307314,Svenska ambassadgåvor till ryska tsarer,Guldsmedskonst;Sverige,62.0,75.0,14.0,1993,urn:nbn:se:nordiskamuseet:diva-1678
"Dahlman, Eva",1346117,Svenska bygdefotografer i vida världen : om Limnasamlingen i Nordiska museet,Amatörfotografer;Amatörfotografi;Fotografi,88.0,103.0,16.0,2009,urn:nbn:se:nordiskamuseet:diva-1960
"Bringeus, Nils-Arvid",1203247,Svenska dopseder,Dopseder,63.0,84.0,22.0,1971,urn:nbn:se:nordiskamuseet:diva-124
"Biörnstad, Arne",1295168,Svenska flaggans bruk,Flaggor;Sverige,43.0,56.0,14.0,1967,urn:nbn:se:nordiskamuseet:diva-1350
"Odelberg, Wilhelm",1307020,"Svenska kungar i riket, tekniken och naturvetenskapen",Kungar;Sverige;Naturvetenskap;Teknik,250.0,277.0,28.0,1993,urn:nbn:se:nordiskamuseet:diva-1672
"Raphael, Ellen",1240560,Svenska kända glasbruk 1700-1830,Glasbruk,165.0,173.0,9.0,1910,urn:nbn:se:nordiskamuseet:diva-627
"Kjellberg, Sven T",1233426,Svenska selkrokar av trä i Nordiska Museet,Seldon,1.0,52.0,52.0,1926,urn:nbn:se:nordiskamuseet:diva-272
"Lundqvist, G",1235595,Svenska slidknivar,Knivar;Knivslidor,41.0,58.0,18.0,1940,urn:nbn:se:nordiskamuseet:diva-531
"Johansson, Claes",1315718,Svenskens första bilsemester,Semester;Bilar;Sverige,96.0,103.0,8.0,1996,urn:nbn:se:nordiskamuseet:diva-1721
"Nilsson, Albert",1255736,Svenskt folkliv och svensk konst,Kulturhistoria;Konst;Utställningar;Folkliv;Nordiska museet,7.0,20.0,14.0,1945,urn:nbn:se:nordiskamuseet:diva-947
"Lagerquist, Marshall",1289641,Svenskt konsthantverk från dess guldålder : Nordiska museets vandringsutställning,Konsthantverk;Nordiska museet;Vandringsutställningar,157.0,160.0,4.0,1957,urn:nbn:se:nordiskamuseet:diva-1150
"Hazelius, Artur",1233950,Sverge,,163.0,165.0,3.0,1903,urn:nbn:se:nordiskamuseet:diva-364
"Ramsten, Märta",1299465,"Sveriges Radio, Matts Arnberg och folkmusiken : ett stycke folkmusikhistoria i modern tid",Folkmusik,127.0,158.0,32.0,1979,urn:nbn:se:nordiskamuseet:diva-1488
"Lindblom, Andreas",1282506,Svindersvik,Svindersvik,213.0,216.0,4.0,1950,urn:nbn:se:nordiskamuseet:diva-1044
"Lindblom, Andreas",1282981,Svindersvik räddat,Svindersvik;Byggnader,7.0,14.0,8.0,1951,urn:nbn:se:nordiskamuseet:diva-1049
"Forsberg, Karin",1282989,Svindersviks ägare,Svindersvik;Byggnader,15.0,32.0,18.0,1951,urn:nbn:se:nordiskamuseet:diva-1050
"Lenk, Torsten",1283054,Svindersviksflaggan,Svindersvik;Flaggor,111.0,118.0,8.0,1951,urn:nbn:se:nordiskamuseet:diva-1054
"Jungmarker, Gunnar",1286617,Svindersvikstavlan i stadsmuseet : ett verk av Jean E. Rehn?,Svindersvik;Byggnader;Motiv i konsten,45.0,58.0,14.0,1953,urn:nbn:se:nordiskamuseet:diva-1082
"Almgren, Einar",1289619,Svindervik,Svindersvik,125.0,136.0,12.0,1957,urn:nbn:se:nordiskamuseet:diva-1147
"Szabó, Mátyás",1295664,Svältfödningen och dess bakgrund,Kor;Djurhållning;Sverige;Historia,197.0,208.0,12.0,1967,urn:nbn:se:nordiskamuseet:diva-1364
"Collin, Maria",1246810,Sydda vantar,Vantar,71.0,78.0,8.0,1917,urn:nbn:se:nordiskamuseet:diva-804
"Nissen, Kristian",1246799,Sydlappiske renmerker,Renmärkning;Renmärken,15.0,28.0,14.0,1917,urn:nbn:se:nordiskamuseet:diva-799
"Mejborg, Rejnhold",1232749,Symbolske figurer i Nordiska museet,Symboler,3.0,20.0,18.0,1889,urn:nbn:se:nordiskamuseet:diva-210
"Granlund, John",1266718,Syn och sanning hos Olaus Magnus,,119.0,132.0,14.0,1946,urn:nbn:se:nordiskamuseet:diva-977
"Pentikäinen, Juha",1297703,Sägnens struktur och funktion,Sägner,141.0,154.0,14.0,1976,urn:nbn:se:nordiskamuseet:diva-1448
"Forssell, Hilma",1233187,Sägner från nordvästra Dal : ur Nordiska museets arkiv,Sägner,59.0,61.0,3.0,1895,urn:nbn:se:nordiskamuseet:diva-233
"Tillhagen, Carl-Herman",1295691,Sägner och folktro kring pesten,Sägner;Folktro;Pest,215.0,230.0,16.0,1967,urn:nbn:se:nordiskamuseet:diva-1366
"Hagberg, Louise",1245648,Sägner om den förborgade kitteln,Folktro,250.0,254.0,5.0,1914,urn:nbn:se:nordiskamuseet:diva-759
"Granberg, Gunnar",1266674,Sägnernas svenska kungar,,133.0,146.0,14.0,1946,urn:nbn:se:nordiskamuseet:diva-974
"Bergstrand, Ingrid",1292757,Sänglinne från Uppland,Bäddtextilier,135.0,137.0,3.0,1962,urn:nbn:se:nordiskamuseet:diva-1245
"Nilsson, Skans Torsten",1307887,Så länge sedan - så nyss,Traditioner;Dalarna;1900-talet,99.0,115.0,17.0,1994,urn:nbn:se:nordiskamuseet:diva-1697
"Hammarstedt, Nils Edvard",1233732,Såkaka och gullhöna,Julseder;Bröd,22.0,40.0,19.0,1902,urn:nbn:se:nordiskamuseet:diva-311
"Hammarstedt, Nils Edvard",1234244,Såkaka och såöl,Folktro,235.0,277.0,43.0,1905,urn:nbn:se:nordiskamuseet:diva-421
"Nitsch, Ulrich",1303175,Sårbara värden : bönderna och det rationella jordbruket,Lantbruk;Bönder,165.0,174.0,10.0,1985,urn:nbn:se:nordiskamuseet:diva-1569
"Molander, Per",1303065,Sårbarhet - det nationella perspektivet,Sårbarhet (samhällsplanering),39.0,50.0,12.0,1985,urn:nbn:se:nordiskamuseet:diva-1560
"Erixon, Sigurd",1245822,Söderköpings stadskyrkas klockstapel,Klockstaplar,82.0,88.0,7.0,1915,urn:nbn:se:nordiskamuseet:diva-776
"Johannesson, Lena",1301752,Söndagspress och salongsblad : folkligt och aristokratiskt i 1800-talets bildpress,Boktryckarkonst;1800-talet;Sverige,91.0,106.0,16.0,1982,urn:nbn:se:nordiskamuseet:diva-1514
"Szabó, Mátyás",1305405,"""Söt mjölk är bra om vintern, sur om sommaren, även som dryck""",Drycker;Mjölk,74.0,91.0,18.0,1989,urn:nbn:se:nordiskamuseet:diva-1638
"Hammarstedt, Nils Edvard",1244928,Ta jultuppen : och sticka ögonen ur skomakaren,Julseder,30.0,35.0,6.0,1916,urn:nbn:se:nordiskamuseet:diva-736
"Löfgren, Lars",1320419,Takar i ett skafferi,Kylskåp;Skafferier;Livsmedel,6.0,8.0,3.0,2001,urn:nbn:se:nordiskamuseet:diva-1781
"Engberg, Arthur",1247684,Tal vid Delsbogårdens invigning,,111.0,124.0,14.0,1941,urn:nbn:se:nordiskamuseet:diva-873
"Överland, Arnulf",1266735,Tale på Skansen 17. mai 1945,Nationaldagsfirande;Norge,14.0,18.0,5.0,1946,urn:nbn:se:nordiskamuseet:diva-978
"Berg, Gösta",1294369,"Tama björnar, dansande björnar och björnförare",Björnar,93.0,112.0,20.0,1965,urn:nbn:se:nordiskamuseet:diva-1324
"Dackenberg, Celia B.",1322755,Tankar kring stickning,Stickning,112.0,129.0,18.0,2002,urn:nbn:se:nordiskamuseet:diva-1827
"Tilander, Gunnar",1293783,Tapet med romantiskt litterärt motiv,Tapeter;1800-talet,113.0,128.0,16.0,1964,urn:nbn:se:nordiskamuseet:diva-1302
"Tunander, Ingemar",1301759,Tapeter för kammaren och för köket,Tapeter;1800-talet,125.0,148.0,24.0,1982,urn:nbn:se:nordiskamuseet:diva-1516
"Wallin, Sigurd",1294365,Tapetmåleri från Carl Fredrik Torsselius motivkrets,Tapeter;Tapetmåleri,77.0,92.0,16.0,1965,urn:nbn:se:nordiskamuseet:diva-1323
"Colling, Terje",1302989,Tekniska hjälpmedel i 1800-talets kök,Kök;Köksmaskiner;Sverige;Historia;1800-talet,113.0,128.0,16.0,1984,urn:nbn:se:nordiskamuseet:diva-1552
"Eklund Nyström, Sigrid",1348461,Tevagnen,Tevagnar;Sverige,244.0,249.0,6.0,2013,urn:nbn:se:nordiskamuseet:diva-2032
"Palmsköld, Anneli",1333907,Textil som folkkonst,Textilier;Folkkonst,92.0,102.0,11.0,2005,urn:nbn:se:nordiskamuseet:diva-1871
"Waldén, Louise",1322737,Textilens text,Textilier;Syföreningar;Kvinnoföreningar,82.0,99.0,18.0,2002,urn:nbn:se:nordiskamuseet:diva-1825
"Stavenow-Hidemark, Elisabet",1291100,Textilier från tidigt 1700-tal,Textilier;1700-talet;Damast,216.0,219.0,4.0,1958,urn:nbn:se:nordiskamuseet:diva-1171
"Tillhagen, Carl-herman",1292318,"""Thet folket, som fara omkring""",Romer;Samer;Resande (folk),37.0,60.0,24.0,1961,urn:nbn:se:nordiskamuseet:diva-1223
"Wistrand, Per Gustaf",1233177,Thetta är Glassmestere Embetes skråå vti Stockholms stadh,Skråväsen,3.0,6.0,4.0,1895,urn:nbn:se:nordiskamuseet:diva-227
"Topelius, Ann-Sofi",1307360,Tid och rum,Heminredning i konsten;1800-talet;1700-talet;Sverige,104.0,105.0,2.0,1993,urn:nbn:se:nordiskamuseet:diva-1682
"Cleve, Nils",1294298,Till Bielkekåsornas genealogi,Dryckeskärl,15.0,42.0,28.0,1965,urn:nbn:se:nordiskamuseet:diva-1321
"Salomonsson, Anders",1307873,Till bords,Mat och dryck;Matvanor;Högtider;Sverige,54.0,76.0,23.0,1994,urn:nbn:se:nordiskamuseet:diva-1695
"Eldvik, Berit",1322362,Till bords ombord,Matlagning;Segling,107.0,112.0,6.0,2001,urn:nbn:se:nordiskamuseet:diva-1803
"Schoultz, Gösta, von",1282104,Till finrummets historia,Heminredning;Kulturhistoria;1900-talet,91.0,108.0,18.0,1950,urn:nbn:se:nordiskamuseet:diva-1035
"Svensson, Sigfrid",1233969,Till folkdräkternas historia : överdrifternas betydelse i det folkliga dräktskicket,Folkdräkter,7.0,24.0,18.0,1935,urn:nbn:se:nordiskamuseet:diva-369
"Cederblom, Gerda",1247666,Till förklädets historia,Förkläden,152.0,159.0,8.0,1921,urn:nbn:se:nordiskamuseet:diva-866
"Böttiger, John",1233665,Till Gripsholmsservisens historia,Dukning;Husgeråd;Porslin,97.0,112.0,16.0,1900,urn:nbn:se:nordiskamuseet:diva-304
"Curman, Sigurd",1234142,Till Isak Gustav Classons minne : Tal vid avtäckningen av hans porträttmedaljong i Nordiska Museets hall den 24 oktober 1935,,1.0,6.0,6.0,1936,urn:nbn:se:nordiskamuseet:diva-399
"Wistrand, Per Gustaf",1233653,Till silfverfuntens i Slottskyrkan historia,Dopfuntar,80.0,84.0,5.0,1900,urn:nbn:se:nordiskamuseet:diva-297
"Bæckström, Arvid",1247669,Till Stockholms stolmakareämbetes historia 1664—1846,Möbler;Stolar;Arvid Baeckström,209.0,236.0,28.0,1921,urn:nbn:se:nordiskamuseet:diva-867
"Rosengren, Annette",1346688,Tillbaka till landskapet,Kulturlandskap,88.0,119.0,32.0,2011,urn:nbn:se:nordiskamuseet:diva-1993
"Åberg, Sandra",1360612,Tillsammans eller åtskilda : om att flytta föremål och bredda perspektiv,Nordiska museet;Museisamlingar;Föremålssamlingar,144.0,159.0,16.0,2017,urn:nbn:se:nordiskamuseet:diva-2057
"Wallin, Sigurd",1289351,Timlig odödlighet : önskedrömmen om museiföremålet,Museisamlingar,85.0,92.0,8.0,1956,urn:nbn:se:nordiskamuseet:diva-1130
"Palmqvist, Lena",1302179,Timmermannens redskap,Verktyg;Byggnadssnickeri;Timmermän,113.0,124.0,12.0,1983,urn:nbn:se:nordiskamuseet:diva-1528
"Resare, Ann",1293010,Ting från vår nutida hemslöjd,Hemslöjd;1900-talet;Sverige,181.0,183.0,3.0,1963,urn:nbn:se:nordiskamuseet:diva-1273
"Lagerquist, Marshall",1291930,"""Ting kring måltiden""",Serviser;1900-talet,225.0,228.0,4.0,1960,urn:nbn:se:nordiskamuseet:diva-1215
"Ekarv, Margareta",1317290,Tingen glömmer aldrig,Nordiska museet;Museisamlingar;Föremålssamlingar,21.0,25.0,5.0,1997,urn:nbn:se:nordiskamuseet:diva-1734
"Silvén, Eva",1334469,Tingen spelar roll,Museisamlingar;Föremålssamlingar;Museologi,258.0,268.0,11.0,2007,urn:nbn:se:nordiskamuseet:diva-1895
"Norberg, Johan R.",1319773,Tipstjänst och de illegala tipsbolagen,Idrott;Historia;Sverige,114.0,137.0,24.0,2000,urn:nbn:se:nordiskamuseet:diva-1776
"Palme, Sven Ulric",1296080,Tjugotalets samhälle,1920-talet;Sverige;Samhällsliv,7.0,28.0,22.0,1968,urn:nbn:se:nordiskamuseet:diva-1372
"Hedvall, Yvonne Olrog",1303940,Tjuren Potter,Tjurar;Historia,91.0,98.0,8.0,1986,urn:nbn:se:nordiskamuseet:diva-1576
"Biörnstad, Arne",1294781,Tobaksodling på Julita,Tobaksodling;Julita,55.0,64.0,10.0,1967,urn:nbn:se:nordiskamuseet:diva-1339
"Baer, Lars-Anders",1344940,Tolkning av ett förflutet,Samer,16.0,31.0,16.0,2008,urn:nbn:se:nordiskamuseet:diva-1938
"Wall, Tora",1362661,"Tomten, trollen och tiden : om ålder och uråldrighet",Troll;Övernaturliga väsen;Sverige,120.0,134.0,15.0,2015,urn:nbn:se:nordiskamuseet:diva-2098
"Ljundahl, D",1235684,Torpet Sola Mellösa socken Villåttinge härad Södermanland,Bostäder;Torp,41.0,44.0,4.0,1907,urn:nbn:se:nordiskamuseet:diva-547
"Selling, Gösta",1233293,Tottieska malmgården : Ett borgerligt fideikommiss på Södermalm.,Malmgårdar;Interiörer;Byggnader;Byggnadsdetaljer,99.0,116.0,18.0,1931,urn:nbn:se:nordiskamuseet:diva-250
"Nylén, Anna-Maja",1292323,Tradition och nutid,Kulturhistoria,77.0,100.0,24.0,1961,urn:nbn:se:nordiskamuseet:diva-1225
"Tunón, Håkan;Baer, Lars-Anders",1345340,Traditionell kunskap : ett möte mellan kultur och natur,Traditionell kunskap;Samer,236.0,252.0,17.0,2008,urn:nbn:se:nordiskamuseet:diva-1953
"Schön, Ebbe",1307636,Traditioner,Traditioner,6.0,12.0,7.0,1994,urn:nbn:se:nordiskamuseet:diva-1691
"Hallström, Gustaf",1240539,Traditioner om lapptrumman,Samiska cermonitrummor,20.0,48.0,29.0,1910,urn:nbn:se:nordiskamuseet:diva-620
"Lithberg, Nils",1246707,Tranlampor af lera,Belysning;Lampor,163.0,170.0,8.0,1915,urn:nbn:se:nordiskamuseet:diva-787
"Frankow, Ingrid",1323405,Trasmattor,Trasmattor,232.0,247.0,16.0,2002,urn:nbn:se:nordiskamuseet:diva-1842
"Granlund, Lis",1307343,Tre smycken från 1500-talet,Smycken;1500-talet;Ringar;Hängsmycke,95.0,103.0,9.0,1993,urn:nbn:se:nordiskamuseet:diva-1681
"Engberg, Arthur",1233924,Tre tal på Skansen : I. de tre ringarna,,209.0,215.0,7.0,1934,urn:nbn:se:nordiskamuseet:diva-360
"Fogelqvist, Torsten",1233925,Tre tal på Skansen : II. Till svenska arbetare,,216.0,223.0,8.0,1934,urn:nbn:se:nordiskamuseet:diva-361
"Lithberg, Nils",1233927,Tre tal på Skansen : III. Till Gutar i förskingringen,Sverige- Gotland,224.0,230.0,7.0,1934,urn:nbn:se:nordiskamuseet:diva-362
"Bringéus, Nils-Arvid",1297776,Trivsbiten : en studie i kulturell adaption,Mat och dryck;Historia,185.0,202.0,18.0,1976,urn:nbn:se:nordiskamuseet:diva-1451
"Vigström, Eva",1232652,"Tro och sägner om foglar : anteckningar, gjorda i Västra Göinge härad i Skåne under våren 1889",Folktro,27.0,29.0,3.0,1892,urn:nbn:se:nordiskamuseet:diva-196
"NN, nn",1234364,Troféerna i Riddarholmskyrkan,,182.0,,,1906,urn:nbn:se:nordiskamuseet:diva-443
"Vigström, Eva",1232704,"Trollkonster och häxerier : anteckningar, gjorda i Västra och Östra Göinge härad i Skåne under våren 1889",Folktro,13.0,20.0,8.0,1894,urn:nbn:se:nordiskamuseet:diva-203
"Manker, Ernst",1270382,Trolltrumma och seite : något om lapparnas förkristna religion,Samiska ceremonitrummor;Samiska kultplatser;Samer,91.0,106.0,16.0,1949,urn:nbn:se:nordiskamuseet:diva-1020
"Thorell, Erik",1341491,Trovärdigt och levande : kläder i Skansens kulturhistoriska förmedlingsarbete,Skansen;Kläder;Skansens klädkammare,88.0,113.0,26.0,2010,urn:nbn:se:nordiskamuseet:diva-1929
"Wall, Tora",1346954,Träd med djupa rötter,Kulturlandskap,222.0,249.0,28.0,2011,urn:nbn:se:nordiskamuseet:diva-2000
"Bogren-Ekfeldt, Britt",1304697,Trädgård i havsbandet,Skärgården;Trädgårdar,180.0,189.0,10.0,1988,urn:nbn:se:nordiskamuseet:diva-1598
"Janson, Mats O.",1304666,Trädgårdar på Skansen,Trädgårdar;Skansen,17.0,51.0,35.0,1988,urn:nbn:se:nordiskamuseet:diva-1590
"Olausson, Magnus",1304694,Trädgårdsmästare och trädgårdsmästarämbetet i 1700-talets Stockholm,Trädgårdsmästare;1700--talet;Sverige;Stockholm,156.0,165.0,10.0,1988,urn:nbn:se:nordiskamuseet:diva-1596
"Kjellström, Rolf",1297488,Träguden från Ottfjället,Samer;Seitar;Religiösa föremål,147.0,156.0,10.0,1976,urn:nbn:se:nordiskamuseet:diva-1439
"Granlund, Victor",1232777,Tunnbindarnes i Stockholm skråordning : 1579,Tunnbindare;Skråväden,3.0,7.0,5.0,1890,urn:nbn:se:nordiskamuseet:diva-216
"Eklund Nyström, Sigrid",1307365,Tutankhamon och Asplund i Paris,Heminredning;Konstantverk;Industriutställningar;Paris;1925,113.0,123.0,11.0,1993,urn:nbn:se:nordiskamuseet:diva-1683
"Pira, Adolf",1234377,Tvänne horn af ur i Lifrustkammaren,Hantverk,202.0,209.0,8.0,1906,urn:nbn:se:nordiskamuseet:diva-447
"Wistrand, Per Gustaf",1233167,Tvänne runstavar i Nordiska museet,Runstavar,3.0,20.0,18.0,1891,urn:nbn:se:nordiskamuseet:diva-223
"Hazelius-Berg, Gunnel",1296840,Tvätt,Tvätt;Historia;Sverige,115.0,130.0,16.0,1970,urn:nbn:se:nordiskamuseet:diva-1414
"Olsson, Marianne",1295546,Tvätt före maskinerna,Tvätt;Historia;Sverige,153.0,160.0,8.0,1967,urn:nbn:se:nordiskamuseet:diva-1360
"Nylén, Anna-Maja",1293348,Två buntar tyg,Textilier;1900-talet,221.0,223.0,3.0,1961,urn:nbn:se:nordiskamuseet:diva-1291
"Fägerborg, Eva",1304698,Två egnahemsträdgårdar,Egnahemsträdgårdar,190.0,207.0,18.0,1988,urn:nbn:se:nordiskamuseet:diva-1599
"Keyland, Nils",1240169,Två lappska sagor om ormstenen,Sagor,162.0,164.0,3.0,1909,urn:nbn:se:nordiskamuseet:diva-607
